geomaterial_id,mineral_IMA
3376,Rebulite
3377,Rectorite
3378,Reddingite
3379,Redingtonite
3380,Redledgeite
3381,Reederite-(Y)
3382,Reedmergnerite
3383,Reevesite
3384,Refikite
3385,Reichenbachite
3386,Reinerite
3387,Reinhardbraunsite
3388,Remondite-(Ce)
3389,Renierite
3390,Reppiaite
3392,Retzian-(Ce)
3393,Retzian-(La)
3394,Retzian-(Nd)
3395,Revdite
3396,Reyerite
3397,Rhabdophane-(Ce)
3398,Rhabdophane-(La)
3399,Rhabdophane-(Nd)
3400,Rhabdophane
3401,Native Rhenium
3402,Rhonite
3403,Rhodesite
3404,Rhodium
3405,Rhodizite
3406,Rhodochrosite
3407,Rhodonite
3408,Rhodostannite
3409,Rhodplumsite
3410,Rhomboclase
3411,Ribbeite
3412,Ribeirite
3413,Richellite
3414,Richelsdorfite
3415,Richetite
3416,Richterite
3417,Rickardite
3418,Riebeckite
3419,Rilandite
3420,Rimkorolgite
3421,Ringwoodite
3422,Rinkite-(Ce)
3423,Rinneite
3424,Ripidolite
3425,Rittmannite
3426,Rivadavite
3427,Riversideite
3428,Romerite
3429,Rontgenite-(Ce)
3430,Roaldite
3431,Robertsite
3432,Robinsonite
3433,Rockbridgeite
3435,Rodalquilarite
3436,Roeblingite
3437,Roedderite
3438,Roggianite
3439,Rohaite
3440,Rokuhnite
3441,Romanechite
3442,Romarchite
3443,Roméite Group
3444,Rooseveltite
3445,Roquesite
3446,Rorisite
3447,Rosasite
3448,Roscherite
3449,Roscoelite
3450,Roselite
3451,Anorthoroselite
3452,Rosemaryite
3453,Rosenbergite
3454,Rosenbuschite
3455,Rosenhahnite
3456,Rose Quartz
3457,Roshchinite
3458,Rosickyite
3459,Rosieresite
3460,Rossite
3461,Rostite
3462,Roubaultite
3463,Rouseite
3464,Routhierite
3465,Rouvilleite
3466,Roweite
3467,Rowlandite-(Y)
3468,Roxbyite
3469,Rozenite
3470,Rosslerite
3471,Ruarsite
3472,Rubellite
3473,Ruby
3474,Rucklidgeite
3475,Ruitenbergite
3476,Ruizite
3477,Rusakovite
3478,Russellite
3479,Rustenburgite
3480,Rustumite
3481,Ruthenarsenite
3482,Rutheniridosmine
3483,Ruthenium
3484,Rutherfordine
3485,Rutilated Quartz
3486,Rutile
3487,Rutilohematite
3488,Rynersonite
3489,Retgersite
3490,Saamite (of Volkova & Melentiev)
3492,Sabatierite
3493,Sabelliite
3494,Sabieite
3495,Sabinaite
3496,Sabugalite
3497,Saccharite
3498,Sacrofanite
3499,Sadanagaite
3500,Safflorite
3501,Sahamalite-(Ce)
3502,Sahlinite
3503,Sainfeldite
3504,Sakhaite
3505,Sakharovaite
3506,Sakuraiite
3507,Salammoniac
3508,Saleeite
3509,Salesite
3510,Saliotite
3511,Iron-bearing Boothite
3512,Samarskite-(Y)
3513,Samfowlerite
3514,Samiresite
3515,Sampleite
3516,Samsonite
3517,Samuelsonite
3518,Sanbornite
3519,Sanderite
3520,Saneroite
3521,Sanidine
3522,Sanjuanite
3523,Sanmartinite
3524,Santaclaraite
3525,Santafeite
3526,Santanaite
3527,Santite
3528,Saponite
3529,Sapphire
3531,Sapphirine
3532,Sarabauite
3533,Sarcolite
3534,Sarcopside
3535,Sarkinite
3536,Sarmientite
3537,Sartorite
3538,Saryarkite-(Y)
3539,Sasaite
3540,Sassolite
3541,Satimolite
3542,Satpaevite
3543,Satterlyite
3544,Sauconite
3545,Sayrite
3546,Sazhinite-(Ce)
3547,Sazykinaite-(Y)
3548,Sborgite
3549,Scacchite
3551,Scarbroite
3552,Scawtite
3553,Schachnerite
3554,Schafarzikite
3555,Schairerite
3557,Schallerite
3558,Schapbachite
3559,Schaurteite
3560,Scheelite
3561,Schefferite
3563,Schernikite
3564,Schertelite
3565,Scheteligite
3566,Schieffelinite
3567,Schirmerite
3568,Schlossmacherite
3569,Schmiederite
3570,Schmitterite
3571,Schneiderhohnite
3572,Schoderite
3573,Schoenfliesite
3574,Schoepite
3575,Schoharite
3576,Scholzite
3577,Schoonerite
3578,Schorl
3579,Schorlomite
3580,Schraufite
3581,Schreibersite (of Shephard)
3582,Schreibersite
3583,Schreyerite
3584,Schrockingerite
3585,Schrötterite
3586,Schubnelite
3587,Schuetteite
3588,Schuilingite-(Nd)
3589,Schulenbergite
3590,Schultenite
3591,Schumacherite
3592,Schwartzembergite
3593,Sclarite
3594,Scolecite
3595,Scorodite
3596,Scorzalite
3597,Scotlandite
3598,Scrutinyite
3599,Seamanite
3600,Searlesite
3601,Sederholmite
3602,Sedovite
3603,Seeligerite
3604,Seelite
3605,Segelerite
3606,Segnitite
3607,Seidozerite
3608,Seinajokite
3609,Sekaninaite
3610,Selbite
3611,Selenium
3612,Selenostephanite
3613,Seligmannite
3614,Sellaite
3615,Semenovite-(Ce)
3616,Semseyite
3617,Senaite
3618,Senarmontite
3619,Senegalite
3620,Sengierite
3621,Sepiolite
3622,Serandite
3623,Serendibite
3624,Sergeevite
3625,Serpierite
3626,Shabaite-(Nd)
3627,Shabynite
3628,Shadlunite
3629,Shafranovskite
3630,Shakhovite
3631,Shandite
3632,Shannonite
3633,Sharpite
3634,Shattuckite
3635,Shcherbakovite
3636,Shcherbinaite
3637,Sherwoodite
3638,Shigaite
3639,Shomiokite-(Y)
3640,Shortite
3641,Shubnikovite
3642,Shuiskite-(Mg)
3643,Siderotil
3644,Sibirskite
3645,Sicklerite
3646,Siderazot
3647,Siderite
3649,Siderogel
3650,Sideronatrite
3651,Siderophyllite
3652,Sideroplesite
3653,Sidorenkite
3654,Sidwillite
3655,Siegenite
3656,Sieleckiite
3657,Sigloite
3658,Silhydrite
3659,Silicon
3660,Silicorhabdophane
3661,Silinaite
3662,Sillimanite
3663,Sillenite
3664,Silver
3665,Simferite
3666,Simonellite
3667,Simonite
3668,Simonkolleite
3669,Simplotite
3670,Simpsonite
3671,Sincosite
3672,Sinhalite
3673,Sinjarite
3674,Sinkankasite
3675,Sinnerite
3676,Sinoite
3677,Sitinakite
3678,Pyroaurite-2H
3679,Skinnerite
3680,Skippenite
3681,Sklodowskite
3682,Skutterudite
3683,Slavikite
3684,Slawsonite
3686,Smirnite
3687,Smithite
3688,Smithsonite
3689,Smoky Quartz
3691,Smythite
3692,Natroboltwoodite
3693,Natrouranospinite
3694,Natrozippeite
3695,Natropharmacosiderite
3699,Sobolevite
3700,Sobolevskite
3701,Sodalite
3702,Soddyite
3703,Alum-(Na)
3705,Metanatroautunite
3706,Betpakdalite-NaCa
3708,Sogdianite
3709,Sohngeite
3710,Solongoite
3711,Sonolite
3712,Sonoraite
3713,Sopcheite
3714,Sofiite
3715,Sorbyite
3716,Sorensenite
3717,Sosedkoite
3718,Soucekite
3719,Souzalite
3720,Spadaite
3721,Spangolite
3722,Spencerite
3723,Sperrylite
3724,Spertiniite
3725,Spessartine
3726,Spherocobaltite
3727,Sphalerite
3728,Spheniscidite
3729,Spinel
3730,Spionkopite
3731,Spiroffite
3732,Spodiosite
3733,Spodumene
3734,Spurrite
3735,Squawcreekite
3736,Srebrodolskite
3737,Srilankite
3738,Stibiomicrolite (of Groat et al.)
3739,Stibiotantalite
3740,Strontiojoaquinite
3741,Strontioginorite
3742,Strontiowhitlockite
3743,Strontiopyrochlore (of Hogarth 1977)
3744,Stalderite
3745,Stanfieldite
3746,Stanleyite
3747,Stannite
3748,Stannoidite
3749,Stannomicrolite (of Hogarth 1977)
3750,Stannopalladinite
3751,Staringite
3752,Starkeyite
3753,Staurolite
3754,Steacyite
3755,Steatite
3756,Steenstrupine-(Ce)
3757,Fluorstrophite
3758,Stibiopalladinite
3759,Steigerite
3760,Stellerite
3761,Stenhuggarite
3762,Stenonite
3763,Stepanovite
3764,Stephanite
3765,Stercorite
3766,Sterlinghillite
3767,Sternbergite
3768,Sterryite
3769,Stetefeldtite
3770,Stevensite
3771,Stewartite (of Sutton)
3772,Stewartite
3773,Piemontite-(Sr)
3774,Strontiodresserite
3775,Stibarsen
3776,Stibiconite
3777,Stibiobetafite (of Černý et al.)
3778,Stibiocolumbite
3779,Stibiocolusite
3781,Stibivanite
3782,Stibnite
3784,Stichtite
3785,Stilbite Subgroup
3786,Stilleite
3787,Stillwaterite
3788,Stillwellite-(Ce)
3789,Stilpnomelane
3790,Stishovite
3791,Stistaite
3792,Stoiberite
3793,Stokesite
3794,Stolzite
3795,Stottite
3796,Straczekite
3797,Strakhovite
3798,Stranskiite
3799,Strashimirite
3800,Strelkinite
3801,Strengite
3802,Stringhamite
3803,Stromeyerite
3804,Stronalsite
3805,Strontianite
3806,Strontio-orthojoaquinite
3807,Strontioborite
3808,Strontiochevkinite
3809,Stratlingite
3810,Strunzite
3811,Struvite
3812,Strüverite
3813,Stutzite
3814,Studenitsite
3815,Studtite
3816,Stumpflite
3817,Sturmanite
3818,Suanite
3819,Sudburyite
3820,Sudoite
3821,Suessite
3822,Sugilite
3823,Sulfoborite
3824,Sulphohalite
3825,Sulphotsumoite
3826,Sulphur
3827,Sulvanite
3828,Sundiusite
3829,Suolunite
3830,Surinamite
3831,Surite
3832,Sursassite
3833,Susannite
3834,Sussexite
3835,Suzukiite
3836,Svabite
3837,Svanbergite
3838,Sveite
3839,Sverigeite
3840,Svyatoslavite
3841,Svyazhinite
3842,Swaknoite
3843,Swamboite-(Nd)
3844,Swartzite
3845,Swedenborgite
3846,Sweetite
3847,Swinefordite
3848,Switzerite
3849,Sylvanite
3850,Sylvite
3851,Symplesite
3852,Synadelphite
3853,Synchysite-(Ce)
3854,Synchysite-(Nd)
3855,Synchysite-(Y)
3856,Syngenite
3857,Szaibelyite
3858,Szmikite
3859,Szomolnokite
3860,Szymanskiite
3861,Schollhornite
3862,Szenicsite
3863,Magnesiotaaffeite-2N2S
3864,Tacharanite
3865,Tachyhydrite
3866,Tadzhikite-(Ce)
3868,Taenite
3869,Taikanite
3870,Taimyrite
3871,Takanelite
3872,Takedaite
3873,Takeuchiite
3874,Takovite
3875,Talc
3876,Talmessite
3877,Talnakhite
3878,Tamarugite
3879,Tancoite
3880,Taneyamalite
3881,Tantalaeschynite-(Y)
3882,Tantalite
3883,Tanteuxenite-(Y)
3884,Tantite
3885,Tanzanite
3886,Tapalpite
3887,Tapiolite
3888,Taramellite
3889,Taramite Root Name Group
3890,Taranakite
3891,Tarapacaite
3892,Tarbuttite
3893,Lead-bearing Aragonite
3894,Tatarskite
3895,Tausonite
3896,Tavorite
3897,Tazheranite
3898,Tellurohauchecornite
3899,Telluropalladinite
3900,Teallite
3901,Teepleite
3902,Teineite
3903,Telargpalite
3904,Tellurantimony
3905,Tellurite
3906,Tellurium
3907,Tellurobismuthite
3908,Temagamite
3909,Tengchongite
3910,Tengerite-(Y)
3911,Tennantite Subgroup
3912,Tenorite
3913,Tephroite
3914,Terlinguaite
3915,Terskite
3916,Tertschite
3917,Teruggite
3918,Teschemacherite
3919,Testibiopalladite
3920,Tetra-auricupride
3921,Tetradymite
3922,Tetraferriphlogopite
3923,Tetraferroplatinum
3924,Tetrahedrite Subgroup
3925,Tetranatrolite
3926,Tetrarooseveltite
3927,Tetrataenite
3928,Tetrawickmanite
3929,Thadeuite
3930,Thalcusite
3931,Thalenite-(Y)
3932,Thalfenisite
3933,Thaumasite
3934,Theisite
3935,Thenardite
3936,Theophrastite
3938,Thermonatrite
3939,Thometzekite
3940,Thomsenolite
3941,Thomsonite-Ca
3942,Thorbastnasite
3943,Thoreaulite
3944,Thorianite
3945,Thorikosite
3946,Thorite
3947,Thornasite
3948,Thorogummite
3949,Thorosteenstrupine
3950,Thortveitite
3951,Thorutite
3952,Threadgoldite
3953,Thrombolite (of Breithaupt)
3954,Thucholite
3955,Thulite
3956,Thuringite
3957,Tiemannite
3958,Tienshanite
3959,Tiettaite
3960,Tiger's Eye
3961,Tikhonenkovite
3962,Tilasite
3963,Tile ore
3964,Tilleyite
3965,Tin
3966,Tinaksite
3967,Tincalconite
3969,Tinsleyite
3970,Tinticite
3971,Tintinaite
3972,Tinzenite
3973,Tiptopite
3974,Tiragalloite
3975,Tirodite
3976,Tisinalite
3977,Titanite
3978,Titanium-bearing Magnetite
3979,Titanowodginite
3980,Titantaramellite
3981,Tivanite
3982,Tlalocite
3983,Tlapallite
3984,Tobelite
3985,Tobermorite
3986,Tochilinite
3987,Tocornalite
3988,Todorokite
3989,Tokkoite
3990,Tolbachite
3991,Tolovkite
3992,Tombarthite-(Y)
3993,Tomichite
3994,Tongbaite
3995,Tooeleite
3996,Topaz
3997,Torbernite
3998,Tornebohmite-(Ce)
3999,Tornebohmite-(La)
4000,Torreyite
4001,Tosudite
4002,Tounkite
4003,Tourmaline
4004,Toyohaite
4005,Trabzonite
4006,Tranquillityite
4007,Traskite
4008,Treasurite
4009,Trechmannite
4010,Trembathite
4011,Tremolite
4012,Trevorite
4013,Trogerite
4014,Triangulite
4015,Tridymite
4016,Trigonite
4017,Trikalsilite
4018,Trimerite
4019,Trimounsite-(Y)
4020,Triphylite
4021,Triplite
4022,Triploidite
4023,Trippkeite
4024,Tripuhyite
4025,Tristramite
4026,Tritomite-(Ce)
4027,Tritomite-(Y)
4028,Trogtalite
4029,Troilite
4030,Trolleite
4031,Trona
4032,Trustedtite
4033,Truscottite
4034,Tsaregorodtsevite
4035,Tschermakite
4036,Tschermigite
4037,Tschernichite
4038,Tsnigriite
4039,Tsumcorite
4040,Tsumebite
4041,Tsumoite
4042,Tucekite
4043,Tugarinovite
4044,Tugtupite
4045,Tuhualite
4046,Tulameenite
4047,Tuliokite
4048,Tundrite-(Ce)
4049,Tundrite-(Nd)
4050,Tunellite
4051,Tungstenite
4052,Tungstibite
4053,Tungstic Ochre
4054,Tungstite
4055,Tungusite
4056,Tunisite
4057,Tuperssuatsiaite
4058,Turanite
4059,Turneaureite
4060,Turquoise
4061,Tuscanite
4062,Tusionite
4063,Tuzlaite
4064,Tvalchrelidzeite
4065,Tvedalite
4066,Tveitite-(Y)
4067,Twinnite
4068,Tychite
4069,Tyretskite
4070,Tyrolite
4071,Tyrrellite
4072,Tyuyamunite
4073,Tangeite
4074,U-Galena
4075,Uchucchacuaite
4076,Uddevallite
4077,Udokanite
4078,Uduminelite
4079,Ugrandite
4080,Uhligite
4082,Uigite
4084,Uklonskovite
4085,Ulexite
4086,Ullmannite
4087,Ulmite
4088,Ulrichite
4089,Ulvospinel
4090,Umangite
4091,Umbite
4092,Umbozerite
4093,Umohoite
4094,Mangano-mangani-ungarettiite
4095,Ungemachite
4096,Upalite
4097,Uralborite
4098,Uralite
4099,Uralolite
4100,Uramphite
4101,Urancalcarite
4102,Uraninite
4103,Uranmicrolite (of Hogarth 1977)
4105,Uranocircite
4106,Parauranophane
4107,Uranophane
4108,Uranopilite
4109,Uranopolycrase
4110,Uranosilite
4111,Uranospathite
4112,Uranosphaerite
4113,Uranospinite
4114,Uranothorianite
4115,Uranotungstite
4116,Uranpyrochlore (of Hogarth 1977)
4117,Urea
4118,Uricite
4119,Ursilite
4120,Urvantsevite
4121,Usovite
4122,Ussingite
4123,Ustarasite
4124,Uvanite
4125,Uvarovite
4126,Fluor-uvite-Uvite Series
4127,Uytenbogaardtite
4128,Uzonite
4129,Ushkovite
4130,Vanadiorutile
4131,Vaalite
4133,Vaesite
4134,Valencianite
4135,Valentinite
4136,Valleriite
4137,Valuevite
4138,Vanadinbronzite
4139,Vanadinite
4140,Vanadio-laumontite
4141,Vanadiolite
4142,Vanadium-bearing Aegirine
4143,Vanalite
4144,Vandenbrandeite
4145,Vandendriesscheite
4146,Vandiestite
4147,Vanmeersscheite
4148,Vanodiochrome spinel
4149,Vanoxite
4150,Vantasselite
4151,Vanthoffite
4152,Vanuralite
4153,Vanuranylite
4154,Vanuxemite
4155,Varennesite
4156,Variscite
4157,Varlamoffite
4158,Varulite
4159,Vashegyite
4160,Vasilite
4161,Vaterite
4162,Vaughanite
4163,Vauquelinite
4164,Vauxite
4165,Veatchite-A
4166,Veatchite
4167,Veenite
4168,Velikite
4169,Verdelite
4170,Vermiculite
4171,Vernadite
4172,Verplanckite
4173,Versiliaite
4174,Vertumnite
4175,Vesignieite
4176,Veszelyite
4177,Vigezzite
4178,Viitaniemiite
4179,Vikingite
4180,Villamaninite
4181,Villiaumite
4182,Villyaellenite
4183,Vimsite
4184,Vincentite
4185,Vinciennite
4186,Vinogradovite
4187,Violarite
4188,Virgilite
4189,Viséite
4190,Vishnevite
4191,Vismirnovite
4192,Vistepite
4193,Vitusite-(Ce)
4194,Vivianite
4195,Vladimirite
4196,Vlasovite
4197,Vochtenite
4198,Voggite
4199,Voglite
4200,Volborthite
4201,Volkonskoite
4202,Volkovskite
4203,Voltaite
4204,Voltzite
4205,Volynskite
4206,Vonbezingite
4207,Vonsenite
4208,Vorobyevite
4209,Vosgite
4210,Vozhminite
4211,Vrbaite
4212,Vuagnatite
4213,Vulcanite
4214,Vulpinite
4216,Vuonnemite
4217,Vuorelainenite
4218,Vyacheslavite
4219,Vyalsovite
4220,Vayrynenite
4221,Vysotskite
4222,Vyuntspakhkite-(Y)
4223,Vesuvianite
4224,Wackenrodite
4225,Wad
4226,Wadalite
4227,Wadeite
4228,Wadsleyite
4229,Wagnerite
4230,Wairakite
4231,Wairauite
4232,Wakabayashilite
4233,Wakefieldite-(Ce)
4234,Wakefieldite-(Y)
4235,Walentaite
4236,Wallisite
4237,Wallkilldellite
4238,Walpurgite
4239,Walstromite
4240,Walthierite
4241,Wapplerite
4242,Wardite
4243,Wardsmithite
4244,Warikahnite
4245,Warwickite
4246,Watanabeite
4247,Watkinsonite
4248,Wattersite
4249,Wattevilleite
4250,Wavellite
4251,Wawayandaite
4252,Waylandite
4253,Weberite
4254,Weddellite
4255,Weeksite
4256,Wegscheiderite
4257,Weibullite
4258,Weilerite
4259,Weilite
4260,Weinebeneite
4261,Weishanite
4262,Weissbergite
4263,Weissite
4264,Welinite
4265,Wellsite
4266,Weloganite
4267,Welshite
4268,Wendwilsonite
4269,Wenkite
4270,Werdingite
4271,Wermlandite
4272,Wernerite
4273,Westerveldite
4274,Wheatleyite
4275,Wherryite
4276,Whewellite
4277,Whiteite-(CaFeMg)
4278,Whiteite-(CaMnMg)
4279,Whiteite-(MnFeMg)
4280,Whitlockite
4281,Whitmoreite
4282,Wickenburgite
4283,Wickmanite
4284,Wicksite
4285,Widenmannite
4286,Widgiemoolthalite
4287,Wightmanite
4288,Wilcoxite
4289,Wilhelmvierlingite
4290,Wilkinsonite
4291,Wilkmanite
4292,Willemite
4293,Willemseite
4294,Willhendersonite
4295,Willyamite
4296,Winchite
4297,Winstanleyite
4298,Wiserite
4299,Witherite
4300,Wittichenite
4301,Wittite
4302,Wodginite
4303,Wohlerite
4304,Wolfeite
4306,Wollastonite-2M
4308,Wolsendorfite
4309,Wonesite
4310,Wood Copper
4311,Woodhouseite
4312,Woodruffite
4313,Wood Tin
4314,Woodwardite
4315,Wroewolfeite
4316,Wustite
4317,Wulfingite
4318,Wurtzite
4319,Wyartite
4320,Wycheproofite
4321,Wyllieite
4322,Wulfenite
4323,Wollastonite
4325,Xanthoxenite (of Laubmann and Steinmetz)
4326,Xanthite
4327,Xanthiosite
4328,Xanthoarsenite
4330,Xanthoconite
4331,Xantholite
4332,Xenolite
4333,Xenotime-(Y)
4334,Xiangjiangite
4335,Xifengite
4336,Xilingolite
4337,Ximengite
4338,Xingshaoite
4339,Xingzhongite
4340,Xiphonite
4341,Xitieshanite
4342,Xocomecatlite
4343,Xonotlite
4344,Xylochlore
4345,Hartine
4346,Xylotile
4347,Xanthoxenite
4349,Yafsoanite
4350,Yagiite
4351,Yakhontovite
4352,Yanomamite
4353,Yaroslavite
4354,Yarrowite
4355,Yavapaiite
4356,Yeelimite
4357,Yeatmanite
4358,Yecoraite
4359,Yedlinite
4360,Yftisite-(Y)
4361,Yimengite
4362,Yingjiangite
4363,Yoderite
4364,Yofortierite
4365,Yoshimuraite
4366,Yoshiokaite
4367,Yttrialite-(Y)
4368,Yttrobetafite (of Hogarth 1977)
4369,Yttrocolumbite-(Y)
4370,Yttrocrasite-(Y)
4371,Yttrofluorite
4372,Yttropyrochlore (of Hogarth 1977)
4373,Yttrotantalite-(Y)
4374,Yttrotungstite-(Y)
4375,Yuanfuliite
4376,Yugawaralite
4377,Yukonite
4378,Yuksporite
4379,Yushkinite
4380,Zabuyelite
4381,Zaherite
4382,Zairite
4383,Zakharovite
4384,Zamboninite (of Starraba)
4385,Zanazziite
4386,Zapatalite
4388,Zaratite
4389,Zavaritskite
4390,Zektzerite
4391,Zellerite
4392,Zemannite
4393,Zemkorite
4394,Zenzenite
4395,Zeolite Group
4396,Zeophyllite
4397,Zeunerite
4398,Zhanghengite
4399,Zharchikhite
4400,Zhemchuzhnikovite
4401,Zhonghuacerite-(Ce)
4402,Ziesite
4403,Zimbabweite
4405,Zinc
4406,Zincmelanterite
4407,Zinc-bearing Olivenite
4408,Zinczippeite
4409,Zincaluminite
4410,Zincite
4411,Zincobotryogen
4412,Zincochromite
4413,Zincocopiapite
4414,Zincrosasite
4415,Zincroselite
4416,Zincsilite
4417,Zinkenite
4418,Zinkosite
4419,Zinnwaldite
4420,Zippeite
4421,Zircon
4422,Zirconolite
4423,Zircophyllite
4424,Zircosulfate
4425,Zirkelite
4426,Zirklerite
4427,Zirsinalite
4428,Znucalite
4429,Zodacite
4430,Zoisite
4431,Zorite
4432,Zoubekite
4433,Zunyite
4434,Zussmanite
4435,Zvyagintsevite
4436,Zwieselite
4437,Zykaite
4438,Zincovoltaite
4491,Cymatolite
4518,Pericline
4520,Peristerite
4523,Zygadite
4595,Xanthitane
4681,Cuproauride
4714,Caldasite
4716,Katayamalite
4809,Pseudocubic Quartz
4837,Plumosite
4860,Braunite-II
4900,Iceland Spar
4918,Cerite
4983,Paraluminite
4996,Masonite
5033,Schuchardtite
5119,Iolite
5125,Cerasite (of Kikuchi)
5135,Adamantine Spar
5161,β-Cristobalite
5162,Lussatite
5218,Gymnite
5219,Renardite
5222,Destinezite
5255,Taraspite
5266,Rathite-I
5267,Duftite-alpha
5287,Emilite
5293,Bronzite
5312,Bucklandite (of Hermann)
5320,Pistacite
5385,Barkevikite
5417,Verdite
5435,Bidalotite
5485,Bismuth-bearing Gold
5499,Melnikovite
5527,Selenite
5574,Specularite
5576,Kidney Ore
5579,Red Ochre
5593,Daviesite
5613,Heterogenite-3R
5621,Heterogenite-2H
5627,Beaumontite (of Lévy)
5629,Hiortdahlite II
5638,Lancasterite
5674,Ruthenosmiridium
5675,Osmiridium
5677,Platiniridium
5688,Pilite
5725,Blue Opal
5745,Jentschite
5760,Bastite
5805,Lodestone
5877,Moissanite-6H
5880,Moissanite-15R
5890,Lovchorrite
5899,Soda
5961,Chrysopal
5981,Common Opal
5984,Opalite
5990,Iridosmine
5992,Rutheniridium
6007,Perrierite
6013,Petersite
6046,Manganepidote
6057,Polyxene
6101,Polianite
6126,Misy
6128,Rock Crystal
6129,Milky Quartz
6169,Edisonite
6174,Leucoxene
6241,Pelosiderite
6252,Fibrolite
6294,Marmatite
6407,Binnite (of Des Cloizeaux)
6544,Rosterite
6545,Caesium Beryl
6555,Manganomelane
6577,Merrillite
6613,Xenotime
6649,Hyacinth
6657,Zirconolite-3O
6658,Zirconolite-3T
6659,Zirconolite-2M
6662,Epidote Supergroup
6666,Precious Opal
6683,Perthite
6684,Pleonaste
6685,Plumbago
6689,Plumbeine
6703,Prase
6710,Prasolite
6711,Prase Opal
6713,Rhodic Nevyanskite
6716,Rhodic Platinum
6717,Rhodite
6719,Rhodolite
6724,Sphaerodialogite
6725,Fire Opal
6726,Troostite
6727,Heliodor
6728,Mica Group
6739,Campylite
6741,Calyptolite
6742,Sphärosiderite
6751,Haytorite
6784,Justite (of Hofmann-Degen)
6792,Gigantolite
6794,Akimotoite
6795,Aluminoceladonite
6798,Taramite
6799,Alumoklyuchevskite
6800,Ancylite-(La)
6801,Manganiandrosite-(La)
6802,Andyrobertsite
6804,Antitaenite
6805,Arakiite
6806,Arnhemite
6807,Arsenbrackebuschite
6808,Arsenowaylandite
6810,Auroantimonate
6811,Averievite
6812,Babkinite
6814,Baksanite
6815,Bamfordite
6816,Bariosincosite
6820,Barquillite
6821,Bederite
6822,Belovite-(La)
6823,Benyacarite
6824,Berezanskite
6826,Blatonite
6827,UM1941-01-F:AlCaHMgNa
6829,Boralsilite
6830,α-Brass
6831,Brendelite
6832,Brewsterite-Ba
6833,Brewsterite-Sr
6834,Brianroulstonite
6840,Calcioandyrobertsite
6843,Calcybeborosilite-(Y)
6844,Cannilloite
6845,Caoxite
6848,Caresite
6849,Carmichaelite
6850,Castaingite
6851,Cebaite-(Nd)
6853,Kupletskite-(Cs)
6854,Chabazite-Ca
6855,Chabazite-K
6856,Chabazite-Na
6857,Chabazite-Sr
6858,Chadwickite
6860,Changchengite
6861,Changoite
6862,Charmarite-2H
6863,Charmarite-3T
6864,Chelyabinskite
6865,Cheralite
6866,Chernovite-(Ce)
6867,Chevkinite-(Ce)
6868,Chlorartinite
6869,Chloromenite
6870,Christelite
6871,Chrombismite
6872,Chromphyllite
6874,Churchite-(Dy)
6875,Churchite-(Nd)
6876,Clerite
6879,Clinocervantite
6881,Clino-holmquistite
6882,Clinoptilolite-Ca
6883,Clinoptilolite-K
6884,Clinoptilolite-Na
6885,Cobaltlotharmeyerite
6887,Cocinerite
6888,Colerainite
6889,Coparsite
6890,Coskrenite-(Ce)
6891,Crerarite
6892,Crestmoreite
6893,Cuboargyrite
6894,Cumengeite
6895,Dachiardite-Ca
6896,Dachiardite-Na
6897,Damiaoite
6899,Deliensite
6900,Deloneite
6902,Dessauite-(Y)
6904,Dinite
6905,Donbassite
6906,Dusmatovite
6907,Dzharkenite
6908,Dzhezkazganite
6909,Eastonite
6910,Edgarite
6911,Effenbergerite
6912,Ekmanite
6915,Erionite-Ca
6916,Erionite-K
6917,Erionite-Na
6919,Esperanzaite
6920,Faujasite-Ca
6921,Faujasite-Mg
6922,Faujasite-Na
6923,Feinglosite
6926,Ferro-ferri-nyboite
6927,Clino-ferro-ferri-holmquistite
6928,Clino-ferri-holmquistite
6929,Ferri-nybøite
6930,Ferrierite-K
6931,Ferrierite-Mg
6932,Ferrierite-Na
6933,Ferroaluminoceladonite
6935,Ferroceladonite
6937,Ferrohagendorfite
6938,Ferrokinoshitalite
6939,Ferrolaueite
6940,Ferro-ferri-leakeite
6941,Ferronordite-(Ce)
6944,Ferrotitanowodginite
6946,Fianelite
6947,Florenskyite
6948,Fluorcaphite
6949,Fluoro-cannilloite
6950,Fluoro-edenite
6951,Ferro-ferri-fluoro-leakeite
6952,Fluoro-richterite
6954,Formicaite
6957,Frankamenite
6958,Frankhawthorneite
6959,Fullerite
6960,Gageite-2M
6961,Galileiite
6962,Gallobeudantite
6963,Gaotaiite
6966,Gatehouseite
6967,Georgbokiite
6968,George-ericksenite
6969,Gerenite-(Y)
6970,Gilmarite
6971,Gmelinite-Ca
6972,Gmelinite-K
6973,Gmelinite-Na
6974,Goldamalgam (of Chen et al.)
6975,Gordaite
6976,Gottardiite
6977,Graeserite
6978,Grattarolaite
6979,Gregoryite
6980,Iron-bearing Saponite
6981,Grumiplucite
6982,Gutsevichite
6983,Gwihabaite
6984,Haggertyite
6985,Haigerachite
6986,Hechtsbergite
6987,Hellandite
6988,Heulandite-Ca
6989,Heulandite-K
6990,Heulandite-Na
6991,Heulandite-Sr
6992,Hexaferrum
6993,Heyrovskyite
6994,Hiarneite
6998,Horobetsuite
6999,Horvathite-(Y)
7003,Hydrougrandite
7004,Hydrowoodwardite
7005,Hyttsjoite
7006,Iddingsite
7007,Ilinskite
7008,Iltisite
7013,Tatyanaite
7016,Scainiite
7018,Raadeite
7020,Mallestigite
7023,Zugshunstite-(Ce)
7024,Levinsonite-(Y)
