geomaterial_id,mineral_IMA
29065,Fluorarrojadite-(BaFe)
29066,Ruifrancoite
29078,Barylite-1O
29079,Ferrosaponite
29083,Zinc-bearing Calcite
29087,Gutkovaite-Mn
29090,Julgoldite-(Mg)
29091,Kuzmenkoite-Zn
29092,Joséite-C
29093,Parageorgbokiite
29094,Yakovenchukite-(Y)
29095,Andreyivanovite
29096,Chopinite
29097,Xenophyllite
29098,Hundholmenite-(Y)
29100,Numanoite
29104,Potassic-magnesio-fluoro-arfvedsonite
29106,Sugakiite
29108,Mossite
29110,Organovaite-Mn
29113,Organovaite-Zn
29114,UM2000-41-O:Ti (TiO2-II)
29116,Nenadkevite
29118,Fluor-schorl
29121,Unnamed (P-analogue of Schultenite)
29122,Duxite
29123,Bastnasite-(Nd)
29125,Unnamed (Kogarkoite-like mineral)
29127,UM2005-31-SiO:CuH
29129,Unnamed (Ba-analogue of Calcioaravaipaite)
29135,Chesnokovite
29136,Zinclipscombite
29138,Fluorcalciobritholite
29139,Fluorophlogopite
29140,Malyshevite
29142,Parakuzmenkoite-Fe
29144,Perrierite-(La)
29146,Pisekite-(Y)
29148,Redikortsevite
29150,Senandorite
29152,Titanomaghemite
29153,Valchovite
29154,Walkerite
29157,Natrolite Subgroup
29159,Stassfurtite
29161,Calcite Group
29162,Eilat Stone
29164,UM2004-45-Se:AgHgPd
29165,UM2004-33-S:AgCuHgSe
29166,Microperthite
29175,Pyrochlore Supergroup
29176,Perovskite Supergroup
29178,Betafite Group
29180,Plumbogummite Group
29190,Crichtonite Group
29197,UM1992-30-SO:CCuHZn
29198,UKI-1975-(SO:AlCu)
29199,Grossular-Pyrope Series
29201,Zippeite Group
29202,Unnamed (Calcium Acetate Monohydrate)
29206,10 Å Phase
29210,Titanium-bearing Berthierine
29211,Silver-bearing Oulankaite
29212,Arsenic-bearing Pyrite
29213,Barium- and Chromium-bearing Muscovite
29214,Hellandite Group
29215,Strontiohilgardite-1Tc
29217,Barium- and Titanium-bearing Biotite
29218,Oxybiotite
29219,Manganese-bearing Phlogopite
29220,Sodalite Group
29221,UM2005-//-E:CuPbPdPt
29222,Lead-bearing Keithconnite
29223,UM2005-35-VO:CaFePSiTh
29224,Unnamed (Rh-Ni Sulphide)
29225,Unnamed (Fe-analogue of Konderite)
29226,UM2005-01-As:PbPdSnTe
29227,Gold and Zinc-bearing Copper
29228,Unnamed (Ni-Ir Sulphide II)
29229,Apatite
29232,Platinum-Group Elements
29234,Iridian Awaruite
29237,Joaquinite Group
29238,Paraíba Tourmaline
29239,Axinite Group
29240,Vanadium Tourmaline
29241,Iron-bearing Starkeyite
29244,Iron-bearing Olenite
29245,Magnesium-bearing Schorl
29246,Lithian excess-boron olenite
29247,Unnamed (Fe-analogue of Zakharovite)
29248,Nickel-bearing Tourmaline
29249,Dravite-Uvite Series
29250,Elbaite-Liddicoatite Series
29251,Adelite-Descloizite Group
29252,Humite Group
29254,Gengenbachite
29255,Arsenovanmeersscheite
29258,Miessiite
29259,Ottensite
29260,Marrucciite
29261,Abramovite
29262,Cloncurryite
29264,Olivine Group
29265,Sapphirine Supergroup
29266,Alluaudite Group
29267,Alunite Supergroup
29268,Amblygonite Group
29269,Aragonite Group
29273,Astrophyllite Supergroup
29274,Autunite Group
29276,Beudantite Group
29279,Cancrinite Group
29283,Germanite Group
29284,Copiapite Group
29285,Coronadite Group
29288,Dolomite Group
29289,Ettringite Group
29290,Fairfieldite Group
29291,Paralammerite
29294,Halotrichite Group
29296,Hematite Group
29297,Hexahydrite Group
29298,Hydrotalcite Group
29299,Ilmenite Group
29304,Lovozerite Group
29305,Ludwigite Group
29306,Magnetoplumbite Group
29308,Marcasite Group
29309,Melanterite Group
29310,Melilite Group
29311,Meta-autunite Group
29312,Mixite Group
29313,Monazite Supergroup
29318,Osumilite Group
29321,Pentlandite Group
29322,Periclase Group
29325,Pumpellyite Group
29326,Rhabdophane Group
29329,Rozenite Group
29330,Rutile Group
29331,Scapolite Group
29333,Sphalerite Group
29336,Tapiolite Group
29337,Tetradymite Group
29338,Tetrahedrite Group
29340,Turquoise Group
29341,Variscite Group
29342,Vivianite Group
29343,Whiteite Subgroup
29347,Unnamed (Gordaite-related Ca-Zn Sulphate Chloride Hydrate)
29350,Lampadite
29357,Aikinite-Bismuthinite Series
29358,Kësterite-Stannite Series
29362,Unnamed (Monoclinic polymorph of Pseudobrookite)
29364,Mg-Mn-Fe-Li Clino-Amphibole Subgroup
29365,Calcium Amphibole Subgroup
29366,Sodium Amphibole Subgroup
29413,Arrojadite-(NaFe)
29414,Arrojadite-(BaNa)
29421,Copper-bearing Beudantite
29423,Cobalt and Magnesium-bearing Annabergite
29424,Cobalt-bearing Austinite
29425,Cobalt-bearing Ferrilotharmeyerite
29426,Copper-bearing Cobaltaustinite
29427,Famatinite-Luzonite Series
29428,Cobalt-bearing Olivenite
29429,Cobalt-bearing Parasymplesite
29430,Chromium-bearing Yukonite
29431,Nickel-bearing Magnetite
29433,Nickel-bearing Talmessite
29435,Manganese-bearing Cobaltlotharmeyerite
29437,Laueite Group
29461,Tantal
29478,Chilenite
29484,Zorgite
29485,Henryite (of Endlich)
29489,Zincselenide
29493,Chalcopyrrhotite
29494,Frieseite
29523,Stibiobismuthinite
29533,Wolfachite
29535,Titanium-bearing Samarskite-(Y)
29537,Unnamed (Mcgovernite-like mineral)
29545,Uedaite-(Ce)
29546,Alloriite
29548,Nechelyustovite
29549,Pittongite
29564,Chathamite
29580,Ruby Silver Ore
29584,Rubinblende
29613,Bismuth-bearing Tennantite
29642,Needle-ore
29643,Dürfeldtite
29666,Pufahlite
29671,Plumbostannite
29676,Histrixite
29677,Dognácskaite
29678,Rezbanyite (of Frenzel)
29682,Chiviatite
29722,Perkovaite
29758,Glaskopf
29789,Hystatite
29792,Picrotitanite
29794,Manganilmenite
29807,Guadarramite
29852,Doelterite
29875,Cobalt-bearing Wad
29886,Copper-bearing Wad
29912,Silesite
29928,Stibioferrite
29936,Robellazite
29952,Clinocrocite
29957,Cleveite
29958,Nivenite
29959,Ferrithorite
29971,Yttrogummite
29986,Hydrogoethite
30006,Lagonite
30020,Alumogel
30035,Brown Iron Ore
30046,Brauner Glaskopf
30066,Kreittonite
30069,Ferropicotite
30070,Chlorospinel
30071,Magnochromite
30076,Vanadium-bearing Magnetite
30091,Clinophaeite
30150,Rutherfordite
30151,Kochelite
30163,Nohlite
30164,Kalkowskite
30172,Hjelmite
30183,Calciotantalite
30195,Wiikite
30246,Iodembolite
30257,Iodian Bromargyrite
30282,Plagiocitrite
30325,Stink-Fluss
30361,Hydromelanothallite
30383,Manganapatite
30389,Meta-jarlite
30426,Ferrocalcite
30435,UM2007-35-SiO:AlCaFFeMgREE
30443,Slate Spar
30445,Sand-Calcite
30452,Dolomitic Calcite
30453,Barleycorn
30454,Labuntsovite Supergroup
30494,Zincorhodochrosite
30499,Remingtonite
30528,Ctypéite
30570,Manganese-bearing Dolomite
30578,Star Corundum
30580,Star Sapphire
30582,Star Ruby
30666,Ambatoarinite
30667,Weibyeite
30719,Hafnon-Zircon Series
30736,Borocalcite
30756,Iron-bearing Boracite
30762,Olmiite
30763,Bortnikovite
30764,Guimaraesite
30765,Footemineite
30767,Pradetite
30778,Attikaite
30802,Fluoro-taramite
30807,Makite
30808,Metathenardite
30863,Bowel Stone
30903,Burangaite-Matioliite Series
30904,Calvertite
30905,Britvinite
30906,Ferroskutterudite
30907,Podlesnoite
30908,Demartinite
30909,Dmitryivanovite
30915,Ferro-ferri-pedrizite
30930,Sclerospathite
30934,Potassic-magnesio-arfvedsonite
30935,Potassic-magnesio-hastingsite
30937,Nuummite
30965,Arsenpolybasite
31209,Strontium-bearing Natroalunite
31221,Connellite-Buttgenbachite Series
31224,Shuiskite-(Cr)
31306,Faizievite
31307,Nalivkinite
31308,Ferromerrillite
31313,Farallonite
31315,Dillnite
31316,Thunder Egg
31323,Fluoro-katophorite
31324,Fluoro-tremolite
31325,Carbonate-rich Apatite
31326,Clinochesterite
31328,Andes Jade
31330,Sulfurite
31363,Unnamed (Arseniosiderite-related mineral)
31374,Arsenic Sulphide Glass No. 1
31404,Barioperovskite
31405,Gillardite
31406,Knasibfite
31407,Hephaistosite
31408,Direnzoite
31409,Parwanite
31417,Meißelspat
31451,Sagenite (of Saussure)
31452,Sagenite (of Kunz)
31458,Iridrhodruthenium
31459,Irite
31470,Parakutnohorite
31473,Priazovite
31493,Scandium Microlite (of Bergstøl & Juve)
31494,Stannoenargite
31498,Osakaite
31499,Braithwaiteite
31500,Haydeeite
31501,Zhangpeishanite
31502,Zincolivenite
31526,Winebergite
31536,Quintinite-2H
31539,Whitlockite Subgroup
31541,Tin-bearing Copper
31542,Britholite Group
31543,Törnebohmite
31550,Cs-rich Lepidolite
31551,Mg-Fillowite
31558,Epidote-(Sr)
31561,Protolithionite
31566,Hydroxylpyromorphite
31567,Hydroxylborite
31570,Jadarite
31580,Unnamed (Ca-analogue of Petterdite)
31584,Rb-rich Lepidolite
31586,Lisiguangite
31587,Lasalite
31588,Grandviewite
31589,Dovyrenite
31590,Lakebogaite
31591,Cassagnaite
31624,Kataranskite
31625,Selenium-bearing Stibnite
31626,Selenium-bearing Covellite
31628,Silver- and mercury-bearing Gold
31638,Freyalite
31641,Polybasite-T2ac
31643,Pearceite-Tac
31645,Selenopolybasite
31646,Stibioluzonite (of Schneiderhöhn & Ramdohr)
31647,Illite-1Md
31648,Illite-2M
31649,Illite-1M
31651,Chicken-Blood Stone
31652,Changhua Stone
31662,Ramanite-(Rb)
31663,Ramanite-(Cs)
31664,Andrianovite
31665,Montetrisaite
31697,Kirovite
31715,Arctowskite
31719,Graphite-2H
31720,Graphite-3R
31721,Molybdenite-2H
31722,Bendadaite
31726,Meridianiite
31727,Munakataite
31728,Barahonaite-(Al)
31734,Erikite
31749,Pulszkyite
31757,Uraconite
31763,Lapparentite (of Rost)
31764,Werthemanite
31794,Lady's Slipper
31812,Lithiophilite-Triphylite Series
31813,Triphylite Group
31845,Chloroarsenian
31848,UM2004-50-SiO:AlFeGd
31850,UM2004-18-O:AlCaGdThTiZr
31851,UM2004-20-O:AlGdLaThTiZr
31852,UM2004-19-O:AlCeGdZr
31853,UM2004-28-O:GdTiZr
31854,Unnamed (Mn-Ca-Ti Oxide)
31855,Unnamed (Mn-Ca-Ce-Ti Oxide)
31856,Unnamed (Mn-Ca-Zr-Ti Oxide)
31857,UM2001-06-E:CrFeNi
31858,UM2003-03-E:AgAuCuZn
31859,Unnamed (K Perrhenate)
31861,Alluaudite-NaNa
31862,Alluaudite-Na[]
31864,Ferroalluaudite-NaNa
31865,Ferroalluaudite-Na[]
31866,Hagendorfite-NaNa
31869,UM2004-17-I:Rh
31891,Wenzelite
31954,Calcium-bearing Annabergite
31957,Zinc-bearing Annabergite
31969,Aluminium-bearing Strengite
31970,Meyersite
31971,Callainite
31976,Hydronephelite
31977,Globosite
31978,Richmondite (of Kenngott)
31991,Vilateite
31993,Lakargiite
31994,Jahnsite-(NaFeMg)
31998,Hydrogarnet
32010,Retzian Group
32013,Chromium-bearing Sericite
32075,Unnamed (Fe-Al Phosphate)
32086,Unnamed (Pb Nitrate-Hydroxide II)
32087,Unnamed (Pb Nitrate-Hydroxide I)
32091,Scandium-bearing Ixiolite (of von Knorring)
32092,Scandium-bearing Ixiolite (of Bergstøl & Juve)
32095,Thallium- and Arsenic-bearing Pyrite
32104,Owyhee Jasper
32107,Vesuvianite Group
32115,Conichalcite-Duftite Series
32122,Albovite
32124,Shelkovite
32125,Kutyukhinite
32126,Afanasievaite
32127,Belosharite
32128,Chesofiite
32129,Igumnovite
32130,UM2005-16-O:CaFe
32150,Aciculite
32153,Muscovite-3T
32155,Sulfalumite
32159,Barahonaite-(Fe)
32181,Gadolinite Group
32183,Synchysite Group
32185,Opal-CT
32186,Opal-C
32187,Opal-AG
32188,Hyalite
32197,Meurigite-Na
32198,Demicheleite-(Br)
32199,Voronkovite
32202,Kandite
32204,Bismuth-bearing Stibiotantalite
32206,Magnesiopascoite
32207,Martyite
32208,Nielsbohrite
32209,Ardennite
32213,UM2004-49-SiO:AlCsFHKLi
32223,Tellurium-bearing Ikunolite
32224,Silver-bearing Galenobismutite
32225,Silver-bearing Bismuthinite
32227,Londonite-Rhodizite Series
32235,Debaoite
32237,Pleurasite
32239,Sjogruvite
32240,Caesium-bearing Polylithionite
32249,Mercurian Gold
32259,Bismuth-bearing Galena
32275,Apatite Group
32284,Allendeite
32285,Stibioclaudetite
32286,Hexamolybdenum
32287,Thermessaite
32288,Fluorcanasite
32289,Niveolanite
32290,Monipite
32300,Benitoite Group
32316,Manganese-bearing Apatite-(CaOH)
32340,Blaubleierz
32341,Collieite
32349,Mimetite-Pyromorphite Series
32350,Calcium-bearing Mimetite
32363,Klajite
32378,UM2003-38-SiO:AlFeHMgMnTi
32379,Thallium-bearing Carnotite
32381,Ferroqingheiite
32395,Salmoite
32411,Planerite-Turquoise Series
32412,Odontolite
32416,Hsihutsunite
32417,Eguëite
32432,Orthobrochantite
32435,Hortonolite
32475,Pharmacosiderite Group
32482,Tikhvinite
32509,Weslienite
32512,Magnetostibian
32517,Lamprostibian
32518,Chondrostibian
32519,Stibiatil
32523,Rubellan
32526,Spreustein
32527,Porricin
32551,Carnotite Group
32555,Muscovite-2M1
32556,Muscovite-2M2
32557,Muscovite-1M
32562,Roscoelite-1M
32565,Phlogopite-1M
32566,Phlogopite-2M1
32567,Phlogopite-3T
32568,Clinochlore-1MIa
32569,Clinochlore-1MIb
32574,Wolframite Series
32575,Argyrodite Group
32615,Bussyite-(Ce)
32616,Suhailite
32618,Ivanyukite-Na
32619,Ivanyukite-K
32620,Ivanyukite-Cu
32621,Biachellaite
32637,Vanadium-bearing Wulfenite
32659,Pateraite
32664,Tanohataite
32665,Horomanite
32666,Samaniite
32667,Fluorokinoshitalite
32725,Antimony-bearing Silver
32726,Arsenic-bearing Silver
33145,Chalcocite-Digenite Group
33172,Chloritoid Group
34120,Moissanite-3C
34122,Moissanite-4H
34160,Monalbite
34300,Calcite Satin Spar
34324,Copper-bearing Gold
34479,Preisingerite-Schumacherite Series
34951,Molybdenite Group
34954,Steacyite Group
35105,Wyllieite Group
35126,Faujasite Subgroup
35265,Arsenofriedelite
35303,Wollastonite-3A
35305,Wollastonite-4A
35307,Wollastonite-5A
35354,Greenalite-1M
35460,Silver Amalgam Group
35534,Iodine
35575,Colimaite
35576,Cupropearceite
35578,Kumdykolite
35579,Leucostaurite
35594,Strontium-Apatite
35595,Fluorapophyllite
35647,Wöhlerite Group
35733,Sepiolite Group
35750,Strunzite Group
35789,Potassic-ferro-pargasite
35790,Alfredstelznerite
35791,Eldfellite
35792,Xieite
35793,Potassic-hastingsite
35831,Voloshinite
35832,Klochite
35833,Burgessite
35845,Pyrobitumen
35858,Hokoite
35859,Bodenbenderite
35867,Gieseckite
35868,Unnamed (Ir Arsenide-Antimonide)
35872,Unnamed (Ir Arsenide Sulphide)
35874,Unnamed (Ir-Fe Alloy I)
35875,Unnamed (Ir-Fe Alloy II)
35876,Unnamed (Ir-Ni Alloy I)
35877,Unnamed (Ir-Ni Alloy II)
35878,UM1990-38-S:CuFeIrNiPtRh
35881,Unnamed (Ir-Os-Ru-Re Alloy)
35883,Unnamed (Ir-Os Sulphide II)
35888,Unnamed (Ir-Os-Rh-Pd-Cu-Fe-Ni Sulphide)
35890,Unnamed (Ir-Os Sulphide III)
35892,Burovaite-Ca
35893,Unnamed (Ag-Pd Telluride Bismuthide)
35894,Unnamed (Pd-Bi Chloride)
35898,Qusongite
35899,Yarlongite
35900,Zangboite
35901,Wakefieldite-(La)
35903,Ferropericlase
35911,Kunatite
35912,Akaogiite
35925,Birchite
35940,Cryophyllite
35949,Pasavaite
35950,Nenadkevichite Group
35951,Droninoite
35952,Cupropolybasite
35958,Cerphosphorhuttonite
35959,Crichtonite-Senaite Series
35967,Jahnsite-(NaMnMg)
35968,Jahnsite-(CaMgMg)
35969,Panichiite
35970,Fantappieite
35971,Proshchenkoite-(Y)
35972,Angastonite
35973,Stronadelphite
35974,Iridian isoferroplatinum
35975,Iridian tulameenite
35978,Thorian Curite
35980,UM1983-09-S:BiPbTe
35982,Grünlingite
35985,Strontioburbankite
35986,UM1989-01-AsS:CoFeNi
36014,Brownleeite
36036,UM2008-53-SiO:SrTiZr
36039,Edenite-Pargasite Series
36040,Tazieffite
36041,Plimerite
36044,Barian Betafite (of Mironov & Gofman)
36058,Boromullite
36060,Eirikite
36062,Batisivite
36064,Pertlikite
36068,Rosstrevorite
36076,Pompton Granite
36079,Zincazurite
36083,Fillowite Group
36831,Allanite-(Nd)
37645,Byzantievite
38692,Steropesite
38693,Aiolosite
38694,Demicheleite-(Cl)
38695,Tistarite
38696,Kamarizaite
38697,Punkaruaivite
38698,Friedrichbeckeite
38699,Steverustite
38700,Paulscherrerite
38701,Alflarsenite
38702,Roumaite
38703,Plumbophyllite
38709,Whitneyite
38713,UM1979-17-S:BiCuFe
38714,UM1977-03-COSiO:CaClH
38715,UM1977-02-CO:AlCaH
38716,"UM1986-10-CO:ClHMgMnZn (also called Mineral F, Dunn, 1995)"
38717,UM1987-01-CO:HMgS
38718,UM1980-01-E:CuZn
38719,UM1980-02-E:CuZn
38720,UM1985-02-E:AlZn
38727,Giessenite-Izoklakeite Series
38729,Muscovite-Paragonite Series
38730,Magnesiohastingsite-Pargasite Series
38739,Plaffeiite
38780,UM1984-09-AsO:ClHMn
38788,Heftetjernite
38826,Mavlyanovite
38827,Brumadoite
38828,Pyracmonite
38829,Davisite
38830,Lapeyreite
38831,Omongwaite
38843,Xocolatlite
38847,Malacon
38851,Yegorovite
38854,Ferro-pedrizite
38864,Hickoryite
38866,Falcon's Eye
38894,Wakefieldite-(Nd)
38895,Ammineite
38897,Joelbruggerite
38898,Adranosite-(Fe)
38899,Stetindite-(Ce)
38900,Florkeite
38927,Unnamed (HBU UK-4)
38929,Unnamed (HBU UK-2)
38930,Unnamed (HBU UK-3)
38933,Blue Diopside
38935,Eskolaite-Karelianite Series
38941,Majorite-Pyrope Series
38949,Beidellite-Montmorillonite Series
38950,Unnamed (Mg-analogue of Smolianinovite)
38984,Zirconium-bearing Halloysite
38989,Kyanoxalite
38991,Aluminocerite-(CeCa)
38992,Hazenite
38994,Kolitschite
39004,Chegemite
39005,Sardignaite
39006,Oxyvanite
39007,Zigrasite
39022,UM1999-36-SiO:CaCeHMnNaNbSrZr
39025,UM2000-66-SiO:CaClFeHMnNaNbSrZr
39034,UM1970-18-S:As
39037,Unnamed (MSH UK-86)
39038,Chromium-bearing Lawsonite
39041,Orlets
39042,Unnamed (Ag-Pb-Bi Sulphosalt)
39043,Unnamed (Pb-Bi Sulphosalt I)
39044,Unnamed (Pb-Bi Sulphosalt II)
39045,Polydymite-Violarite Series
39046,Greigite-Violarite Series
39047,Siegenite-Violarite Series
39058,Jarosite-Natrojarosite Series
39060,Huntilite
39066,UM2008-43-S:BiTe
39074,UM2004-21-O:CaFeGdZr
39076,UM2004-27-O:GdTi
39078,Plagionite Group
39079,Khoharite
39080,Cobaltite-Gersdorffite Series
39090,Yttromicrolite (of Hogarth)
39146,Blue Chalcedony
39169,Chalcodite
39195,Delawarite
39207,Cobalt-bearing Pyrrhotite
39208,Brontesite
39209,Kumtyubeite
39210,Nyholmite
39211,Liversidgeite
39212,Alumoakermanite
39213,Unnamed (Pb-Fe Chloride Hydroxide Hydrate)
39217,Nickeltalmessite
39218,Heklaite
39220,Metarauchite
39221,Thallium-bearing Murunskite
39231,Niobochevkinite
39238,Potassic-ferri-katophorite
39239,Potassic-ferro-richterite
39240,Ferrikatophorite-Katophorite Series
39241,Plumbopolarite
39244,Spandite
39249,UM2006-27-PO:FeHZn
39250,UKI-2006-(PO:AlCuFeH)
39252,Unnamed (Se-analogue of Pavonite)
39261,Svanbergite-Woodhouseite Series
39262,Unnamed (Bi Selenide)
39263,Unnamed (Ca-Cu Arsenate 2)
39264,Unnamed (Bi Selenite)
39267,Texasite (of Crook)
39270,Unnamed (Mg-analogue of Ferriallanite-(Ce))
39271,Crandallite-Goyazite Series
39272,Sooty Uraninite
39274,Unnamed (Cu-analogue of Fraipontite)
39275,UM2008-37-PO:BaKScZr
39276,UM2008-38-POSiO:HScZr
39279,Unnamed (Cu-Sb Oxide)
39280,UM2008-34-O:BaSiTi
39281,UM2008-35-O:BaTi
39285,Unnamed (Ce member of the Betafite Subgroup)
39286,Corkite-Hinsdalite Series
39287,Cuproneyite
39288,Groatite
39291,Chrome-Chalcedony
39295,Volkhovite
39300,Native Cobalt
39301,Garutiite
39302,Gayite
39304,Noonkanbahite
39306,Cryptophyllite
39308,Shlykovite
39310,Oyamalite
39312,U94 (of Schnorrer)
39322,Unnamed (Cu-Ag-Fe Sulphide)
39324,Adranosite
39325,Dantopaite
39329,Kushiroite
39331,Manitobaite
39332,Balliranoite
39333,Miguelromeroite
39334,Fluorphosphohedyphane
39335,Chibaite
39337,Ferro-fluoro-pedrizite
39338,Unnamed (Lyonsite-like Cu-Fe-Vanadate)
39339,Unnamed (Ag-Pb-Bi Sulphosalt II)
39343,Unnamed (Mn3+-analogue of Ferriakasakaite-(Ce))
39349,Leifite Group
39355,Loxoclase
39368,Unnamed (Ta-Mo intermetallide)
39374,Quartz Gwindel
39378,Roscherite Group
39380,Unnamed (Ag-Hg Halogen Sulphide)
39382,Voltaite Group
39388,Katophorite Root Name Group
39396,Gobelinite
39421,Kornerupine-Prismatine Series
39423,Oxyallanite
39425,Phylloretine
39426,Grossmanite
39433,Betpakdalite Group
39436,Ancylite Group
39438,Aleksandrovite
39439,Sejkoraite-(Y)
39442,Ferri-fluoro-katophorite
39447,Pyrrhotite Group
39448,Stolzite-Wulfenite Series
39449,Magnesioneptunite
39450,Devitoite
39451,Camaraite
39452,Montesite
39454,Unnamed (Bafertisite-like Fe-Ti Silicate)
39469,Plasma
39483,Arisite-(Ce)
39488,Anthophyllite-Gedrite Series
39491,Beudantite-Segnitite Series
39493,Titanite Group
39498,Unnamed (Ag-Au Amalgam)
39500,Phenakite Group
39505,Julgoldite Subgroup
39507,Nickelferroplatinum
39508,Meurigite
39517,Pyrosmalite Group
39528,Ferriallanite-(La)
39534,Lavendulan Group
39535,UM2008-49-SO:FeNa
39537,Unnamed (Mn-Pb Hydroxide)
39538,Rosenbuschite Group
39540,Samarskite Group
39542,Wollastonite Group
39547,Fluoro-leakeite
39548,Strontiofluorite
39549,Arisite-(La)
39550,Polezhaevaite-(Ce)
39551,Domerockite
39552,Yangzhumingite
39553,Huanzalaite
39554,Peatite-(Y)
39555,Ramikite-(Y)
39556,Fluorbritholite-(Y)
39557,Orlovite
39558,Thorneite
39559,Housleyite
39560,Paraershovite
39561,Chihuahuaite
39562,Carbobystrite
39563,Kerimasite
39567,Barioferrite
39568,Cossaite
39569,Vorlanite
39570,Toturite
39572,Jahnsite Group
39573,Unnamed (Ba Thiosulphate Fluoride)
39575,Unnamed (Ba Sulphite)
39576,Unnamed (Ba-Al Trisulphide Hydroxide Hydrate)
39582,Unnamed (Ba Thiosulphate Monohydrate)
39584,Novacekite
39587,Arisite
39589,Lindackerite Group
39590,Wakefieldite
39598,Tobermorite Group
39599,Fornacite-Vauquelinite Series
39603,Strontiohilgardite
39605,Unnamed (NH4-Al Fluoride)
39606,Unnamed (K-Al Fluoride)
39609,Stangersite
39610,Unnamed (Cd-Ge Sulphide)
39611,Unnamed (Ge-As Sulphide)
39613,Unnamed (Orthorhombic dimorph of Barstowite)
39614,Chevkinite Group
39616,Berborite-2H
39617,Berborite-1T
39618,Berborite-2T
39619,Epsomite Group
39621,Tyrolite-1M
39622,Tyrolite-2M
39624,Calcistrontite
39626,Clear Lake Diamond
39630,UM2006-34-N:Ga
39631,Kerite
39634,Momoiite
39635,Ferro-ferri-obertiite
39637,Litochlebite
39638,Auriacusite
39639,Galliskiite
39640,Manganoeudialyte
39643,UM2009-11-PO:CaHZr
39645,Daliranite
39649,Caichengyunite
39652,Ivanyukite-Na-T
39653,Ivanyukite-Na-C
39654,Pyrrhotite-5C
39656,Fluor-buergerite-Dravite Series
39658,Unnamed (OH-analogue of Topaz)
39660,Gelosaite
39661,Dissakisite
39666,Ammoniomagnesiovoltaite
39667,Ellingsenite
39669,Hogarthite
39670,Telluroperite
39671,Markcooperite
39672,Luinaite-(OH)
39673,Kapundaite
39675,Cyanotrichite Group
39678,Chromium-bearing Allanite-(Ce)
39682,Edwardsite
39683,Demicheleite-(I)
39691,Nickel-bearing Calcite
39692,Lithium Tosudite
39693,Magnesium Tosudite
39694,Aluminum Tosudite
39696,Symplesite Group
39697,Unnamed (Co-analogue of Guarinoite)
39698,Unnamed (Ca-analogue of Humite)
39699,Napalite
39702,Pyrophyllite-Talc Group
39706,Fluor-elbaite
39711,Fivegite
39713,Oxyphlogopite
39715,Kobokoboite
39718,UM1971-22-SiO:CaClFeHMgMnNaNbZr
39721,UM1998-21-SiO:CaCeClHMnNaZr
39724,Strontium-bearing Fluorite
39725,Unnamed (HBU UK-6)
39732,Scorodite-Strengite Series
39735,Rinkite Group
39736,Duftite-Mottramite Series
39737,Kintoreite-Segnitite Series
39738,Chromium-bearing Titanite
39739,Ga-rich plumbogummite
39742,Corkite-Kintoreite Series
39743,UM2009-//-CN:FeHKZn
39749,Unnamed (NH4 Thiosulphate)
39751,Unnamed (Cd-Ca-Fluoro-Sulphide(?))
39752,Unnamed (Cd-Sn Sulphate)
39758,Dalnegroite
39760,Amphibole Asbestos
39761,Christensenite
39763,Guidottiite
39764,Townendite
39765,Georgerobinsonite
39766,Fluornatrocoulsellite
39767,Pseudoleucite
39770,Triplite Group
39771,Lithian Saponite
39772,Unnamed (Al-Th Oxide)
39780,Wolframite Group
39785,Eurekadumpite
39787,Depmeierite
39789,Ambrinoite
39790,Askagenite-(Nd)
39796,Libyan Desert Glass
39800,Australite
39801,Chinite
39802,Bediasite
39803,Georgiaite
39804,Ivorite
39805,Hallimondite-Parsonsite Series
39819,Alunite Group
39820,UM1974-08-S:AgCuTe
39834,Ottoite
39836,Timroseite
39838,Paratimroseite
39845,Rruffite
39848,Tobermorite-11Å
39851,Unnamed (Hg(I) Sulphate)
39852,Unnamed (Hg(II) Sulphate)
39855,Cornwallite-Pseudomalachite Series
39863,Arsenoflorencite
39865,Youngite
39868,Agricolaite
39870,Nisnite
39874,Campbellite
39877,Kircherite
39878,Ferri-fluoro-leakeite
39882,Capranicaite
39883,Iangreyite
39885,Chlorapatite-M
39891,Chromo-alumino-povondraite
39892,Fluor-dravite
39893,Megawite
39913,Chromium-bearing Magnesio-arfvedsonite
39914,Unnamed (Pd-Sb-Sn Alloy)
39915,Françoisite
39916,Hingganite
39917,Cebaite
39918,Fluorbritholite
39919,UM1976-05-BO:HMgNaSU
39920,UM1976-06-BO:HMgNaSU
39921,UM1976-07-BO:HMgNaSU
39922,Unnamed (Bi Telluride Sulphide III)
39924,Atacamite Group
39927,Wicksite Group
39938,Rotgültigerz
39939,Cerite Group
39946,Bikolite
39947,Padparadscha
39952,Wehrlite (of von Kobell)
39955,Sulfur Dioxide Ice
39961,Apatized Wood
39963,Thermessaite-(NH4)
39964,Magnesium-bearing Grossular
39965,Nickel-bearing Lizardite
39967,UM2007-23-S:BiPbTe
39968,UM2007-24-S:BiPbTe
39969,UM2007-25-S:BiPbTe
39970,Chovanite
39973,Lecoqite-(Y)
39980,Erdmannite (of Berlin)
39982,Erdmannite (of Engström and Des Cloizeaux & Damour)
39983,Högbomite Group
39985,Taaffeite Group
39990,Clinosulphur
40001,Aluminocoquimbite
40003,Eringaite
40012,Chabazite-Mg
40018,Unnamed (NH4-Al Sulphate-Tetrahydrate)
40019,Unnamed (Naphthalene)
40023,Bitikleite
